file 	 comput time 	 limit time 	 gap
data/instance_n5.txt	1.4719998836517334	0.5	11.011323701679032
data/n_10-euclidean_false	0.16199994087219238	0.5	23.378995433789953
data/n_10-euclidean_true	0.12299990653991699	0.5	12.161323681489142
data/n_100-euclidean_false	0.9130001068115234	0.5	42.51567398119122
data/n_100-euclidean_true	0.9210000038146973	0.5	1.0522213561964147
data/n_11-euclidean_false	0.09399986267089844	0.5	34.92773571920165
data/n_11-euclidean_true	0.40400004386901855	0.5	14.78624236579878
data/n_12-euclidean_false	0.14100003242492676	0.5	15.81805838424983
data/n_12-euclidean_true	0.5529999732971191	0.5	12.89302652380116
data/n_13-euclidean_false	0.18700003623962402	0.5	26.55545536519387
data/n_13-euclidean_true	0.5279998779296875	0.5	19.70729751403368
data/n_14-euclidean_false	0.5160000324249268	0.5	39.26286153058613
data/n_14-euclidean_true	0.5299999713897705	0.5	17.23771983020012
data/n_15-euclidean_false	0.125	0.5	16.34304207119741
data/n_15-euclidean_true	0.5260000228881836	0.5	4.554554554554555
data/n_16-euclidean_false	0.5420000553131104	0.5	126.19047619047619
data/n_16-euclidean_true	0.5320000648498535	0.5	8.051436515291938
data/n_17-euclidean_false	0.26999998092651367	0.5	205.31400966183574
data/n_17-euclidean_true	0.5250000953674316	0.5	6.513704958423159
data/n_18-euclidean_false	0.5319998264312744	0.5	230.41362530413627
data/n_18-euclidean_true	0.5250000953674316	0.5	20.86656350434472
data/n_19-euclidean_false	0.5380001068115234	0.5	317.7464788732395
data/n_19-euclidean_true	0.5260000228881836	0.5	3.957900978357545
data/n_20-euclidean_false	0.5369999408721924	0.5	215.15151515151513
data/n_20-euclidean_true	0.5439999103546143	0.5	12.877900164049683
data/n_25-euclidean_false	0.5439999103546143	0.5	308.37696335078533
data/n_25-euclidean_true	0.5450000762939453	0.5	11.95256423593051
data/n_30-euclidean_false	0.6410000324249268	0.5	235.57422969187675
data/n_30-euclidean_true	0.5329999923706055	0.5	20.892605909019853
data/n_35-euclidean_false	0.5509998798370361	0.5	610.2719033232629
data/n_35-euclidean_true	0.5529999732971191	0.5	4.372039431570862
data/n_40-euclidean_false	0.5920000076293945	0.5	110.67921440261865
data/n_40-euclidean_true	0.6019999980926514	0.5	15.071791670382591
data/n_45-euclidean_false	0.6230001449584961	0.5	29.8876404494382
data/n_45-euclidean_true	0.6110000610351562	0.5	8.431278484048933
data/n_5-euclidean_false	0.04399991035461426	0.5	18.006644518272424
data/n_5-euclidean_true	0.05900001525878906	0.5	10.427177934746048
data/n_50-euclidean_false	0.6520001888275146	0.5	32.91211947156806
data/n_50-euclidean_true	0.6440000534057617	0.5	1.9513535797718842
data/n_55-euclidean_false	0.6790001392364502	0.5	53.607759640406904
data/n_55-euclidean_true	0.6599998474121094	0.5	9.723045023696683
data/n_6-euclidean_false	0.05200004577636719	0.5	29.992169146436957
data/n_6-euclidean_true	0.08299994468688965	0.5	3.441429516876241
data/n_60-euclidean_false	0.6779999732971191	0.5	48.923860217542234
data/n_60-euclidean_true	0.6329998970031738	0.5	1.3416034918447048
data/n_65-euclidean_false	0.7139999866485596	0.5	37.17948717948718
data/n_65-euclidean_true	0.6830000877380371	0.5	2.2914177268573837
data/n_7-euclidean_false	0.07300019264221191	0.5	11.739364566505115
data/n_7-euclidean_true	0.16899991035461426	0.5	5.330204492122024
data/n_70-euclidean_false	0.8229999542236328	0.5	55.86951527682058
data/n_70-euclidean_true	0.7009999752044678	0.5	4.456295430470833
data/n_75-euclidean_false	0.7380001544952393	0.5	38.919894944189096
data/n_75-euclidean_true	0.750999927520752	0.5	1.2064908152154825
data/n_8-euclidean_false	0.056999921798706055	0.5	40.34261241970022
data/n_8-euclidean_true	0.11100006103515625	0.5	5.651930609960829
data/n_80-euclidean_false	1.0339999198913574	0.5	10.241379310344827
data/n_80-euclidean_true	0.7720000743865967	0.5	4.242227979274611
data/n_85-euclidean_false	0.8810000419616699	0.5	35.537430818526076
data/n_85-euclidean_true	0.8379998207092285	0.5	9.836156010371269
data/n_9-euclidean_false	0.1549999713897705	0.5	15.783623564283067
data/n_9-euclidean_true	0.5880000591278076	0.5	19.46727118163786
data/n_90-euclidean_false	0.7050001621246338	0.5	81.11008892977615
data/n_90-euclidean_true	0.7409999370574951	0.5	11.281065379380026
data/n_95-euclidean_false	0.7790000438690186	0.5	86.3793341621771
data/n_95-euclidean_true	0.9100000858306885	0.5	1.7425813721807581
