file 	 comput time 	 limit time 	 val 	 gap 	 time slave/total time(%)
data/instance_n5.txt	1.238999843597412	1	2843.0	11.011323701679032	55.447932570060246
data/n_10-euclidean_false	0.5160000324249268	1	2772.0	13.513513513513514	14.147277061315618
data/n_10-euclidean_true	0.5699999332427979	1	5508.0	4.7745862659311396	0.0
data/n_100-euclidean_false	1.0940001010894775	1	10911.0	6512.727272727272	0.0
data/n_100-euclidean_true	1.1159999370574951	1	75197.0	980.7272204656509	0.0
data/n_11-euclidean_false	0.6800000667572021	1	3924.0	3.6450079239302693	0.0
data/n_11-euclidean_true	0.5490000247955322	1	7142.0	14.78624236579878	0.0
data/n_12-euclidean_false	0.5180001258850098	1	3526.0	10.118675827607746	0.0
data/n_12-euclidean_true	1.0109999179840088	1	6427.0	76.80880330123796	0.0
data/n_13-euclidean_false	0.5869998931884766	1	2807.0	10.424862313139261	0.0
data/n_13-euclidean_true	0.8490002155303955	1	5971.0	19.70729751403368	0.0
data/n_14-euclidean_false	1.0309998989105225	1	5441.0	89.97905027932961	0.0
data/n_14-euclidean_true	1.0099999904632568	1	7733.0	82.33907097382692	0.0
data/n_15-euclidean_false	0.5759999752044678	1	2275.0	12.512363996043522	0.0
data/n_15-euclidean_true	1.0190000534057617	1	6140.0	37.76082566748934	0.0
data/n_16-euclidean_false	1.0139999389648438	1	950.0	382.2335025380711	0.0
data/n_16-euclidean_true	1.0230000019073486	1	9197.0	49.30194805194805	0.0
data/n_17-euclidean_false	1.0149998664855957	1	632.0	128.15884476534296	0.0
data/n_17-euclidean_true	1.005000114440918	1	6917.0	115.68444028687246	0.0
data/n_18-euclidean_false	1.0179998874664307	1	1358.0	434.6456692913386	0.0
data/n_18-euclidean_true	1.0169999599456787	1	10154.0	154.677702533233	0.0
data/n_19-euclidean_false	1.0130000114440918	1	1415.0	644.7368421052632	0.0
data/n_19-euclidean_true	1.0270001888275146	1	7013.0	74.80059820538385	0.0
data/n_20-euclidean_false	1.069000005722046	1	693.0	327.77777777777777	0.0
data/n_20-euclidean_true	1.0199999809265137	1	9633.0	132.68115942028987	0.0
data/n_25-euclidean_false	1.0169999599456787	1	2317.0	1159.2391304347825	0.0
data/n_25-euclidean_true	1.0169999599456787	1	9987.0	128.37868739995426	0.0
data/n_30-euclidean_false	1.0220000743865967	1	2280.0	1343.0379746835445	0.0
data/n_30-euclidean_true	1.2059998512268066	1	15458.0	213.67694805194805	0.0
data/n_35-euclidean_false	1.0340001583099365	1	2253.0	1581.3432835820895	0.0
data/n_35-euclidean_true	1.0260000228881836	1	15290.0	248.4503190519599	0.0
data/n_40-euclidean_false	1.0150001049041748	1	4129.0	2357.7380952380954	0.0
data/n_40-euclidean_true	1.0319998264312744	1	11778.0	127.02390131071704	0.0
data/n_45-euclidean_false	1.0380001068115234	1	2006.0	1177.7070063694268	0.0
data/n_45-euclidean_true	1.066999912261963	1	16860.0	231.237721021611	0.0
data/n_5-euclidean_false	0.07000017166137695	1	1767.0	0.0	0.0
data/n_5-euclidean_true	0.09999990463256836	1	3283.0	0.0	0.0
data/n_50-euclidean_false	1.0509998798370361	1	1616.0	929.2993630573247	0.0
data/n_50-euclidean_true	1.0570001602172852	1	12042.0	130.11656793426334	0.0
data/n_55-euclidean_false	1.0320000648498535	1	3318.0	1923.170731707317	1.0658834586031907
data/n_55-euclidean_true	1.0829999446868896	1	13441.0	136.72067629446988	0.0
data/n_6-euclidean_false	0.08500003814697266	1	3307.0	0.0	0.0
data/n_6-euclidean_true	0.15799999237060547	1	3087.0	0.0	0.0
data/n_60-euclidean_false	1.055999994277954	1	2672.0	1635.0649350649353	0.0
data/n_60-euclidean_true	1.0699999332427979	1	44114.0	681.0552407932012	0.0
data/n_65-euclidean_false	1.065999984741211	1	6420.0	3790.9090909090905	0.0
data/n_65-euclidean_true	1.0509998798370361	1	43659.0	605.2010983685996	0.0
data/n_7-euclidean_false	0.07200002670288086	1	2066.0	0.0	0.0
data/n_7-euclidean_true	0.44900012016296387	1	3132.0	0.0	0.0
data/n_70-euclidean_false	1.0649998188018799	1	5710.0	3089.9441340782123	0.0
data/n_70-euclidean_true	1.065999984741211	1	57194.0	831.6501058804366	0.0
data/n_75-euclidean_false	1.0829999446868896	1	3691.0	2206.875	0.0
data/n_75-euclidean_true	1.066999912261963	1	57629.0	736.9009584664536	0.0
data/n_8-euclidean_false	0.17199993133544922	1	3270.0	0.0	0.0
data/n_8-euclidean_true	0.3280000686645508	1	3776.0	0.0	0.0
data/n_80-euclidean_false	1.0789999961853027	1	1018.0	536.25	0.0
data/n_80-euclidean_true	1.0920000076293945	1	61161.0	805.9546733817212	0.0
data/n_85-euclidean_false	1.1160001754760742	1	9306.0	5472.45508982036	1.254495984057576
data/n_85-euclidean_true	1.116999864578247	1	79640.0	1073.7656595431097	0.08951903688273967
data/n_9-euclidean_false	0.35700011253356934	1	3113.0	0.0	0.0
data/n_9-euclidean_true	0.5460000038146973	1	4220.0	5.44727636181909	0.0
data/n_90-euclidean_false	1.2969999313354492	1	11812.0	7191.358024691358	1.0794093836557712
data/n_90-euclidean_true	1.1159999370574951	1	79300.0	1043.6400346120565	1.4336947425923066
data/n_95-euclidean_false	1.1160001754760742	1	13492.0	7979.0419161676655	0.0
data/n_95-euclidean_true	1.1319999694824219	1	58330.0	740.3688229361763	0.0
