file 	 comput time 	 limit time 	 val 	 gap 	 time slave/total time(%)
data/instance_n5.txt	0.10099983215332031	600	2786.0	0.0	0.0
data/n_10-euclidean_false	0.8050000667572021	600	2684.0	0.0	0.0
data/n_10-euclidean_true	4.105999946594238	600	5423.0	0.0	0.0
data/n_100-euclidean_false	601.1959998607635	600	4700.0	2697.6190476190473	0.00266136707972647
data/n_100-euclidean_true	601.3500001430511	600	15511.0	104.60361429890517	0.0
data/n_11-euclidean_false	10.932000160217285	600	3899.0	0.0	0.0
data/n_11-euclidean_true	600.010999917984	600	7423.0	49.236027342179334	0.0
data/n_12-euclidean_false	1.3400001525878906	600	3389.0	0.0	0.0
data/n_12-euclidean_true	600.0010001659393	600	6546.0	25.73953131002689	0.0
data/n_13-euclidean_false	3.6579999923706055	600	2682.0	0.0	0.0
data/n_13-euclidean_true	597.3000001907349	600	5971.0	0.0	0.0026787263384927995
data/n_14-euclidean_false	298.8470001220703	600	5090.0	0.0	0.0
data/n_14-euclidean_true	600.0169999599457	600	7697.0	41.82789754929058	0.0
data/n_15-euclidean_false	1.1970000267028809	600	2126.0	0.0	0.0
data/n_15-euclidean_true	600.0119998455048	600	6158.0	13.532448377581122	0.0
data/n_16-euclidean_false	600.0120000839233	600	955.0	132.9268292682927	0.0
data/n_16-euclidean_true	600.0440001487732	600	9197.0	4.7732968785600365	0.0
data/n_17-euclidean_false	600.0189998149872	600	703.0	52.49457700650759	0.0024999383200865325
data/n_17-euclidean_true	600.021999835968	600	6712.0	59.80952380952381	0.0
data/n_18-euclidean_false	600.0460000038147	600	1458.0	165.5737704918033	0.0
data/n_18-euclidean_true	600.0329999923706	600	10244.0	86.69582649899763	0.0
data/n_19-euclidean_false	600.0340001583099	600	1455.0	285.9416445623342	0.0
data/n_19-euclidean_true	600.0150001049042	600	6987.0	13.646714378659727	0.0
data/n_20-euclidean_false	600.0809998512268	600	705.0	131.14754098360655	0.0
data/n_20-euclidean_true	603.6210000514984	600	9264.0	73.41819543242232	0.0024850203857876146
data/n_25-euclidean_false	727.1319999694824	600	2096.0	715.5642023346304	0.0
data/n_25-euclidean_true	600.4190001487732	600	9555.0	92.21484610742306	0.0
data/n_30-euclidean_false	600.1419999599457	600	2050.0	885.576923076923	0.0
data/n_30-euclidean_true	600.1349999904633	600	14855.0	162.68788682581786	0.0
data/n_35-euclidean_false	600.0609998703003	600	2123.0	925.6038647342996	0.0
data/n_35-euclidean_true	601.3740000724792	600	14700.0	163.25214899713467	0.0
data/n_40-euclidean_false	641.8040001392365	600	3532.0	1483.8565022421526	6.162317496019762
data/n_40-euclidean_true	600.3480000495911	600	10731.0	91.28342245989305	0.0
data/n_45-euclidean_false	601.0410001277924	600	1843.0	971.5116279069769	0.0
data/n_45-euclidean_true	602.2909998893738	600	15327.0	183.57076780758555	0.35647221605186674
data/n_5-euclidean_false	0.16000008583068848	600	1767.0	0.0	0.0
data/n_5-euclidean_true	0.1679999828338623	600	3283.0	0.0	0.0
data/n_50-euclidean_false	600.0820000171661	600	1485.0	778.698224852071	0.0
data/n_50-euclidean_true	600.7810001373291	600	10368.0	83.01853486319506	0.0
data/n_55-euclidean_false	601.2960000038147	600	3030.0	1661.627906976744	0.10909766552685544
data/n_55-euclidean_true	600.1230001449585	600	12179.0	103.25433911882509	0.00016662042956367654
data/n_6-euclidean_false	0.11500000953674316	600	3307.0	0.0	0.0
data/n_6-euclidean_true	0.2109999656677246	600	3087.0	0.0	0.0
data/n_60-euclidean_false	600.3919999599457	600	2210.0	1264.1975308641975	0.0
data/n_60-euclidean_true	600.3630001544952	600	16399.0	167.38953203978477	0.0
data/n_65-euclidean_false	600.2249999046326	600	2906.0	1599.4152046783624	0.0
data/n_65-euclidean_true	600.289999961853	600	19205.0	173.69246116574035	0.0
data/n_7-euclidean_false	0.2780001163482666	600	2066.0	0.0	0.0
data/n_7-euclidean_true	2.496999979019165	600	3132.0	0.0	0.0
data/n_70-euclidean_false	603.220999956131	600	3363.0	1589.9497487437186	0.0
data/n_70-euclidean_true	601.4879999160767	600	13498.0	116.73089274245343	0.0
data/n_75-euclidean_false	601.8900001049042	600	3587.0	2114.1975308641977	0.028576678416994832
data/n_75-euclidean_true	611.1239998340607	600	17324.0	146.28945123684957	1.5258768779817462
data/n_8-euclidean_false	2.259000062942505	600	3270.0	0.0	0.0
data/n_8-euclidean_true	6.736000061035156	600	3776.0	0.0	0.0
data/n_80-euclidean_false	601.2940001487732	600	957.0	490.74074074074076	0.0
data/n_80-euclidean_true	603.6779999732971	600	17645.0	155.46546981323294	0.0
data/n_85-euclidean_false	602.3320000171661	600	3386.0	1770.718232044199	0.0
data/n_85-euclidean_true	629.6419999599457	600	15460.0	113.97923875432525	0.0
data/n_9-euclidean_false	0.5049998760223389	600	3113.0	0.0	0.0
data/n_9-euclidean_true	3.8429999351501465	600	4181.0	0.0	0.0
data/n_90-euclidean_false	602.3610000610352	600	4584.0	2628.5714285714284	0.0
data/n_90-euclidean_true	601.9950001239777	600	38050.0	395.70088587806146	0.0
data/n_95-euclidean_false	601.6500000953674	600	4836.0	2744.705882352941	0.0
data/n_95-euclidean_true	601.6979999542236	600	30181.0	282.47370421999744	0.0
