file 	 comput time 	 limit time 	 val 	 gap 	 time slave/total time(%)
data/instance_n5.txt	0.8239998817443848	1	2786.0	0.0	84.7087444655922
data/n_10-euclidean_false	0.2609999179840088	1	2684.0	0.0	0.3831141130140959
data/n_10-euclidean_true	0.41899991035461426	1	5423.0	0.0	0.23870313921656436
data/n_100-euclidean_false	1.0429999828338623	1	0	NaN	1.4381463789520508
data/n_100-euclidean_true	1.0520000457763672	1	0	NaN	2.9467583233463452
data/n_11-euclidean_false	1.0120000839233398	1	3899.0	7.558620689655172	0.0
data/n_11-euclidean_true	1.0140001773834229	1	7142.0	30.590601572499544	1.5779121919104637
data/n_12-euclidean_false	0.4500000476837158	1	3389.0	0.0	0.0
data/n_12-euclidean_true	1.0139999389648438	1	6364.0	74.78714638835486	0.0
data/n_13-euclidean_false	1.0299999713897705	1	2682.0	24.45475638051044	0.0
data/n_13-euclidean_true	1.0079998970031738	1	6265.0	50.70964637960067	0.0
data/n_14-euclidean_false	1.0180001258850098	1	5842.0	109.99281092739037	1.4734875293983187
data/n_14-euclidean_true	1.0139999389648438	1	7777.0	86.85728015377222	0.09863570015123356
data/n_15-euclidean_false	0.504000186920166	1	2126.0	0.0	0.0
data/n_15-euclidean_true	1.0149998664855957	1	6498.0	58.681318681318686	0.0
data/n_16-euclidean_false	1.0069999694824219	1	1015.0	167.81002638522426	0.0
data/n_16-euclidean_true	1.0180001258850098	1	9305.0	77.81387349512707	0.0
data/n_17-euclidean_false	1.0250000953674316	1	702.0	86.20689655172413	0.0
data/n_17-euclidean_true	1.0119998455047607	1	7322.0	136.34602969657843	1.6798381957459239
data/n_18-euclidean_false	1.0240001678466797	1	1486.0	400.33670033670035	0.09767243900303797
data/n_18-euclidean_true	1.0240001678466797	1	10576.0	155.52065716356609	0.09764915594248898
data/n_19-euclidean_false	1.0139999389648438	1	1448.0	274.1602067183463	0.09863570015123356
data/n_19-euclidean_true	1.0069999694824219	1	8204.0	97.59152215799615	0.19861901893711242
data/n_20-euclidean_false	1.0159997940063477	1	856.0	245.16129032258064	0.09841808302036978
data/n_20-euclidean_true	1.0139999389648438	1	9846.0	121.25842696629215	0.09863570015123356
data/n_25-euclidean_false	1.0059998035430908	1	2407.0	533.421052631579	0.49702936554338945
data/n_25-euclidean_true	1.0160000324249268	1	9949.0	112.54005554368725	0.09844152632002579
data/n_30-euclidean_false	1.0119998455047607	1	2413.0	982.0627802690583	0.4940825300644225
data/n_30-euclidean_true	1.0279998779296875	1	15965.0	206.42994241842612	1.6536927980881984
data/n_35-euclidean_false	1.0269999504089355	1	2639.0	1032.618025751073	1.4605518218012559
data/n_35-euclidean_true	1.0170001983642578	1	16265.0	260.16386182462355	0.09834471428223127
data/n_40-euclidean_false	1.0150001049041748	1	3827.0	1107.255520504732	0.9851971439571231
data/n_40-euclidean_true	1.0169999599456787	1	12908.0	132.61848981798522	0.0
data/n_45-euclidean_false	1.0489997863769531	1	2167.0	788.1147540983607	1.6205875507747582
data/n_45-euclidean_true	1.0159997940063477	1	18869.0	240.1658554173427	2.165362091250506
data/n_5-euclidean_false	0.3410000801086426	1	1767.0	0.0	0.0
data/n_5-euclidean_true	0.013000011444091797	1	3283.0	0.0	0.0
data/n_50-euclidean_false	1.0309998989105225	1	1520.0	641.4634146341464	4.558697804305734
data/n_50-euclidean_true	1.0989999771118164	1	13280.0	146.3364867371545	10.555044538066705
data/n_55-euclidean_false	1.0319998264312744	1	3555.0	884.7645429362881	3.391458652967145
data/n_55-euclidean_true	1.0439999103546143	1	13979.0	129.87995395494164	0.09577850638055217
data/n_6-euclidean_false	0.0	1	3307.0	0.0	NaN
data/n_6-euclidean_true	0.06699991226196289	1	3087.0	0.0	0.0
data/n_60-euclidean_false	1.0150001049041748	1	2777.0	1302.5252525252527	2.068956283432917
data/n_60-euclidean_true	1.0439999103546143	1	18655.0	224.77367688022284	2.969339231072612
data/n_65-euclidean_false	1.0319998264312744	1	3272.0	767.9045092838196	0.09689221791923847
data/n_65-euclidean_true	1.0259997844696045	1	0	NaN	1.5594576789504933
data/n_7-euclidean_false	0.00800013542175293	1	2066.0	0.0	0.0
data/n_7-euclidean_true	0.0989999771118164	1	3132.0	0.0	0.0
data/n_70-euclidean_false	1.0469999313354492	1	0	NaN	0.0
data/n_70-euclidean_true	1.0429999828338623	1	0	NaN	0.09587032955025752
data/n_75-euclidean_false	1.0440001487731934	1	9020.0	5502.484472049689	1.3409901312078456
data/n_75-euclidean_true	1.0469999313354492	1	18657.0	170.4304971735034	1.7192098438870564
data/n_8-euclidean_false	0.03800010681152344	1	3270.0	-0.03057169061449098	0.0
data/n_8-euclidean_true	0.0820000171661377	1	3776.0	0.0	0.0
data/n_80-euclidean_false	1.0480000972747803	1	1344.0	695.2662721893491	0.28626151740216593
data/n_80-euclidean_true	1.0320000648498535	1	0	NaN	0.29069968917796885
data/n_85-euclidean_false	1.2609999179840088	1	0	NaN	0.31724231553802906
data/n_85-euclidean_true	1.0469999313354492	1	0	NaN	1.3371480308491346
data/n_9-euclidean_false	0.13100004196166992	1	3113.0	-0.03211303789338471	0.0
data/n_9-euclidean_true	0.17699980735778809	1	4181.0	0.0	0.0
data/n_90-euclidean_false	1.062999963760376	1	0	NaN	1.0348218981753015
data/n_90-euclidean_true	1.062999963760376	1	0	NaN	3.0103542747690106
data/n_95-euclidean_false	1.065999984741211	1	0	NaN	0.0
data/n_95-euclidean_true	1.0489997863769531	1	0	NaN	0.0
