file 	 comput time 	 limit time 	 gap
data/instance_n5.txt	2.072999954223633	600	0.0
data/n_10-euclidean_false	1.433000087738037	600	0.0
data/n_10-euclidean_true	9.664000034332275	600	0.0
data/n_100-euclidean_false	601.9270000457764	600	321.14695340501794
data/n_100-euclidean_true	613.3280000686646	600	4.615280503485146
data/n_11-euclidean_false	1.49399995803833	600	0.0
data/n_11-euclidean_true	397.6419999599457	600	0.0
data/n_12-euclidean_false	1.499000072479248	600	0.0
data/n_12-euclidean_true	600.0150001049042	600	2.9174725983236622
data/n_13-euclidean_false	3.061000108718872	600	0.0
data/n_13-euclidean_true	600.0190000534058	600	2.0850849167647554
data/n_14-euclidean_false	296.91999983787537	600	0.0
data/n_14-euclidean_true	600.0150001049042	600	17.171563403866646
data/n_15-euclidean_false	1.1640000343322754	600	0.0
data/n_15-euclidean_true	600.010999917984	600	2.1057867683634557
data/n_16-euclidean_false	600.0320000648499	600	112.90322580645163
data/n_16-euclidean_true	600.0030000209808	600	2.365089940039973
data/n_17-euclidean_false	600.0169999599457	600	30.474452554744524
data/n_17-euclidean_true	600.0320000648499	600	6.9471000637348626
data/n_18-euclidean_false	600.0250000953674	600	126.046511627907
data/n_18-euclidean_true	600.0279998779297	600	13.006067291781578
data/n_19-euclidean_false	600.029000043869	600	264.390243902439
data/n_19-euclidean_true	600.0590000152588	600	3.9732142857142856
data/n_20-euclidean_false	600.0179998874664	600	101.71428571428571
data/n_20-euclidean_true	603.3949999809265	600	14.667656888228741
data/n_25-euclidean_false	656.9010000228882	600	355.77342047930284
data/n_25-euclidean_true	600.1210000514984	600	14.820611606067901
data/n_30-euclidean_false	602.1659998893738	600	547.8964401294498
data/n_30-euclidean_true	600.0780000686646	600	22.147097625329813
data/n_35-euclidean_false	600.050999879837	600	567.6100628930817
data/n_35-euclidean_true	606.904000043869	600	5.757771555747003
data/n_40-euclidean_false	614.0370001792908	600	480.9523809523809
data/n_40-euclidean_true	601.0129997730255	600	20.293072824156305
data/n_45-euclidean_false	600.5429999828339	600	635.7429718875502
data/n_45-euclidean_true	602.0250000953674	600	11.580102414045355
data/n_5-euclidean_false	0.13899993896484375	600	0.0
data/n_5-euclidean_true	0.24900007247924805	600	0.0
data/n_50-euclidean_false	600.8020000457764	600	634.1836734693878
data/n_50-euclidean_true	600.6109998226166	600	9.514126712328768
data/n_55-euclidean_false	600.7890000343323	600	1183.4782608695652
data/n_55-euclidean_true	600.4379999637604	600	11.0480309993692
data/n_6-euclidean_false	0.1359999179840088	600	0.0
data/n_6-euclidean_true	0.25	600	0.0
data/n_60-euclidean_false	601.2839999198914	600	656.8493150684932
data/n_60-euclidean_true	602.2560000419617	600	5.124042083387453
data/n_65-euclidean_false	600.5020000934601	600	622.636815920398
data/n_65-euclidean_true	603.9990000724792	600	5.922399955720374
data/n_7-euclidean_false	0.17199993133544922	600	0.0
data/n_7-euclidean_true	0.6649999618530273	600	0.0
data/n_70-euclidean_false	622.1019999980927	600	180.85664335664336
data/n_70-euclidean_true	600.6449999809265	600	34.76874003189793
data/n_75-euclidean_false	600.4939999580383	600	1424.7863247863247
data/n_75-euclidean_true	640.8429999351501	600	4.758094300145083
data/n_8-euclidean_false	0.2869999408721924	600	0.0
data/n_8-euclidean_true	0.5149998664855957	600	0.0
data/n_80-euclidean_false	600.3010001182556	600	255.72519083969465
data/n_80-euclidean_true	600.9879999160767	600	24.631781511361115
data/n_85-euclidean_false	600.4790000915527	600	178.86382623224728
data/n_85-euclidean_true	600.9370000362396	600	43.79772769603278
data/n_9-euclidean_false	0.4589998722076416	600	0.0
data/n_9-euclidean_true	4.164000034332275	600	0.0
data/n_90-euclidean_false	605.8949999809265	600	585.7357357357357
data/n_90-euclidean_true	624.4760000705719	600	20.51010926335352
data/n_95-euclidean_false	600.9930000305176	600	1022.0930232558139
data/n_95-euclidean_true	600.5439999103546	600	3.941375886039106
